irradiance,voltage,current,power,temperature,mppt_reference_voltage,efficiency,power_deviation,condition,data_origin
914.374,17.4439,1.0476,18.0861,16.991,18.5373,0.9741,0.0259,Normal,synthetic PV simulation; not hardware measurement
480.807,14.6921,0.3357,3.6799,47.728,16.908,0.4068,0.5932,Partial Shading,synthetic PV simulation; not hardware measurement
454.285,17.0889,0.3871,4.9308,35.259,17.4535,0.5623,0.4377,Partial Shading,synthetic PV simulation; not hardware measurement
919.358,13.1664,0.7978,8.4138,55.55,16.7842,0.4883,0.5117,Partial Shading,synthetic PV simulation; not hardware measurement
577.631,15.893,0.4611,6.0652,24.725,18.0207,0.5298,0.4702,Partial Shading,synthetic PV simulation; not hardware measurement
564.485,14.9307,0.4438,4.1524,41.714,17.237,0.3847,0.6153,Partial Shading,synthetic PV simulation; not hardware measurement
459.048,14.7275,0.3838,4.4539,14.632,18.3985,0.4819,0.5181,Partial Shading,synthetic PV simulation; not hardware measurement
1023.796,15.3221,0.6096,6.2835,19.125,18.4747,0.3029,0.6971,Partial Shading,synthetic PV simulation; not hardware measurement
477.788,15.4508,0.3842,3.3764,57.725,16.4495,0.3842,0.6158,Partial Shading,synthetic PV simulation; not hardware measurement
693.481,15.4665,0.7234,7.2173,20.668,18.2688,0.519,0.481,Partial Shading,synthetic PV simulation; not hardware measurement
879.447,17.0402,0.8157,10.8742,38.509,17.5419,0.6366,0.3634,Partial Shading,synthetic PV simulation; not hardware measurement
908.451,17.5548,0.6306,9.1075,12.573,18.7358,0.4896,0.5104,Partial Shading,synthetic PV simulation; not hardware measurement
773.354,14.7149,0.4941,4.2354,30.482,17.8551,0.278,0.722,Partial Shading,synthetic PV simulation; not hardware measurement
641.385,15.4757,0.5247,6.787,19.918,18.2712,0.5277,0.4723,Partial Shading,synthetic PV simulation; not hardware measurement
942.887,17.8616,0.8515,13.5392,33.892,17.7695,0.7312,0.2688,Partial Shading,synthetic PV simulation; not hardware measurement
574.038,15.4445,0.4798,4.4184,44.479,17.1178,0.4048,0.5952,Partial Shading,synthetic PV simulation; not hardware measurement
858.898,16.3639,0.7745,6.7957,34.544,17.7128,0.4042,0.5958,Partial Shading,synthetic PV simulation; not hardware measurement
445.451,14.1206,0.3669,3.1424,39.494,17.2524,0.3689,0.6311,Partial Shading,synthetic PV simulation; not hardware measurement
939.924,15.5234,0.9573,9.6034,45.259,17.251,0.5329,0.4671,Partial Shading,synthetic PV simulation; not hardware measurement
817.856,17.6807,0.5148,6.1283,18.828,18.4083,0.3711,0.6289,Partial Shading,synthetic PV simulation; not hardware measurement
985.838,14.4363,0.8577,7.7316,46.384,17.2192,0.4096,0.5904,Partial Shading,synthetic PV simulation; not hardware measurement
630.195,15.4398,0.3899,4.5492,20.919,18.2184,0.3608,0.6392,Partial Shading,synthetic PV simulation; not hardware measurement
862.618,14.3907,0.8453,9.973,56.44,16.7178,0.619,0.381,Partial Shading,synthetic PV simulation; not hardware measurement
915.549,15.7047,0.5834,5.1803,44.56,17.2828,0.2948,0.7052,Partial Shading,synthetic PV simulation; not hardware measurement
743.092,13.6638,0.4923,3.5432,55.441,16.7129,0.2555,0.7445,Partial Shading,synthetic PV simulation; not hardware measurement
740.707,17.9461,0.8264,11.5094,17.596,18.4355,0.7692,0.2308,Partial Shading,synthetic PV simulation; not hardware measurement
856.527,16.2892,0.5561,5.1016,58.986,16.599,0.3207,0.6793,Partial Shading,synthetic PV simulation; not hardware measurement
954.061,16.4549,0.8011,8.8451,24.639,18.1952,0.4632,0.5368,Partial Shading,synthetic PV simulation; not hardware measurement
592.506,15.5832,0.3495,3.461,13.359,18.5491,0.288,0.712,Partial Shading,synthetic PV simulation; not hardware measurement
762.209,17.7505,0.8037,9.3056,16.682,18.4774,0.603,0.397,Partial Shading,synthetic PV simulation; not hardware measurement
985.833,13.3432,0.785,6.9541,46.595,17.2096,0.3686,0.6314,Partial Shading,synthetic PV simulation; not hardware measurement
934.01,18.1997,0.7268,8.6582,14.061,18.6678,0.4538,0.5462,Partial Shading,synthetic PV simulation; not hardware measurement
516.31,17.3463,0.5209,7.4258,45.061,17.0586,0.759,0.241,Partial Shading,synthetic PV simulation; not hardware measurement
596.417,16.9658,0.6106,8.9136,24.359,18.0504,0.753,0.247,Partial Shading,synthetic PV simulation; not hardware measurement
437.75,14.5342,0.3845,3.6442,12.845,18.4607,0.4124,0.5876,Partial Shading,synthetic PV simulation; not hardware measurement
746.875,14.8986,0.5705,6.4101,58.938,16.5557,0.4635,0.5365,Partial Shading,synthetic PV simulation; not hardware measurement
961.683,14.4901,0.6783,8.6581,42.973,17.3644,0.467,0.533,Partial Shading,synthetic PV simulation; not hardware measurement
1041.218,15.8622,0.665,7.7077,33.452,17.8298,0.3759,0.6241,Partial Shading,synthetic PV simulation; not hardware measurement
986.045,16.7599,0.6042,8.2161,52.86,16.9247,0.4413,0.5587,Partial Shading,synthetic PV simulation; not hardware measurement
878.192,14.9588,0.6179,6.4474,20.701,18.352,0.3645,0.6355,Partial Shading,synthetic PV simulation; not hardware measurement
451.228,14.9439,0.4606,4.4998,48.878,16.8297,0.5322,0.4678,Partial Shading,synthetic PV simulation; not hardware measurement
831.228,15.2647,0.8182,9.5608,17.91,18.4567,0.5685,0.4315,Partial Shading,synthetic PV simulation; not hardware measurement
1025.474,17.0534,0.8813,12.5861,40.825,17.4882,0.633,0.367,Partial Shading,synthetic PV simulation; not hardware measurement
692.141,15.4351,0.5774,5.941,43.437,17.2308,0.4487,0.5513,Partial Shading,synthetic PV simulation; not hardware measurement
988.231,17.9176,0.6064,6.9188,23.609,18.2564,0.3488,0.6512,Partial Shading,synthetic PV simulation; not hardware measurement
901.045,14.0331,0.7448,8.4735,63.527,16.4129,0.5111,0.4889,Partial Shading,synthetic PV simulation; not hardware measurement
551.799,14.8604,0.3735,4.7965,47.548,16.9618,0.4606,0.5394,Partial Shading,synthetic PV simulation; not hardware measurement
719.912,17.409,0.4148,5.9349,18.761,18.3709,0.4093,0.5907,Partial Shading,synthetic PV simulation; not hardware measurement
483.72,16.8662,0.3634,3.4328,12.198,18.5308,0.3504,0.6496,Partial Shading,synthetic PV simulation; not hardware measurement
909.858,18.0536,0.6183,7.0621,19.768,18.4089,0.3844,0.6156,Partial Shading,synthetic PV simulation; not hardware measurement
637.652,15.7403,0.5254,6.7779,27.964,17.9023,0.5388,0.4612,Partial Shading,synthetic PV simulation; not hardware measurement
842.773,16.9781,0.6785,6.9026,19.497,18.3901,0.406,0.594,Partial Shading,synthetic PV simulation; not hardware measurement
867.195,18.4176,0.8131,11.743,16.055,18.5584,0.6664,0.3336,Partial Shading,synthetic PV simulation; not hardware measurement
534.31,15.5221,0.4042,3.9311,56.202,16.5645,0.3977,0.6023,Partial Shading,synthetic PV simulation; not hardware measurement
774.688,14.2716,0.6324,5.7518,46.716,17.1273,0.39,0.61,Partial Shading,synthetic PV simulation; not hardware measurement
682.868,14.3098,0.5219,5.7777,46.737,17.0751,0.4456,0.5544,Partial Shading,synthetic PV simulation; not hardware measurement
841.798,14.9142,0.6971,7.0885,53.163,16.857,0.4478,0.5522,Partial Shading,synthetic PV simulation; not hardware measurement
1015.599,15.7142,0.7257,7.8746,35.947,17.7062,0.3959,0.6041,Partial Shading,synthetic PV simulation; not hardware measurement
950.244,14.0097,0.7047,7.1201,46.775,17.1865,0.392,0.608,Partial Shading,synthetic PV simulation; not hardware measurement
585.697,14.9737,0.5316,6.4071,40.126,17.3244,0.5697,0.4303,Partial Shading,synthetic PV simulation; not hardware measurement
912.305,14.6764,0.7576,6.4065,34.62,17.7339,0.3583,0.6417,Partial Shading,synthetic PV simulation; not hardware measurement
830.552,16.8428,0.5097,4.6882,30.622,17.8777,0.2862,0.7138,Partial Shading,synthetic PV simulation; not hardware measurement
872.902,15.7176,0.9414,8.1766,41.038,17.4238,0.4849,0.5151,Partial Shading,synthetic PV simulation; not hardware measurement
452.826,16.4017,0.4035,5.0006,21.591,18.0756,0.5563,0.4437,Partial Shading,synthetic PV simulation; not hardware measurement
494.441,15.6749,0.4785,6.1016,54.869,16.5937,0.6661,0.3339,Partial Shading,synthetic PV simulation; not hardware measurement
687.422,16.711,0.5009,5.7067,59.852,16.4804,0.45,0.55,Partial Shading,synthetic PV simulation; not hardware measurement
898.366,16.9071,0.5749,7.0981,42.066,17.3886,0.4096,0.5904,Partial Shading,synthetic PV simulation; not hardware measurement
638.313,15.0067,0.5429,5.4956,37.109,17.4969,0.4448,0.5552,Partial Shading,synthetic PV simulation; not hardware measurement
463.024,16.5683,0.4272,3.7571,23.806,17.9837,0.4104,0.5896,Partial Shading,synthetic PV simulation; not hardware measurement
828.87,15.1389,0.4751,3.8126,30.312,17.891,0.2331,0.7669,Partial Shading,synthetic PV simulation; not hardware measurement
753.941,17.177,0.6496,8.6336,12.431,18.678,0.561,0.439,Partial Shading,synthetic PV simulation; not hardware measurement
538.67,17.0272,0.4806,6.4538,21.325,18.1472,0.6012,0.3988,Partial Shading,synthetic PV simulation; not hardware measurement
634.43,14.3265,0.4707,5.5431,33.698,17.6499,0.4482,0.5518,Partial Shading,synthetic PV simulation; not hardware measurement
844.329,15.8873,0.7405,7.179,56.669,16.6987,0.4556,0.5444,Partial Shading,synthetic PV simulation; not hardware measurement
1048.737,16.5691,0.9259,11.9457,24.575,18.2366,0.568,0.432,Partial Shading,synthetic PV simulation; not hardware measurement
624.835,16.9612,0.5688,7.4819,27.144,17.9424,0.6062,0.3938,Partial Shading,synthetic PV simulation; not hardware measurement
499.867,14.5571,0.415,4.2135,26.148,17.908,0.4277,0.5723,Partial Shading,synthetic PV simulation; not hardware measurement
820.028,13.5805,0.7952,9.7179,45.669,17.1875,0.6203,0.3797,Partial Shading,synthetic PV simulation; not hardware measurement
904.609,16.667,0.5702,5.2082,18.688,18.4557,0.2846,0.7154,Partial Shading,synthetic PV simulation; not hardware measurement
570.625,14.4449,0.4079,4.7311,44.706,17.105,0.4363,0.5637,Partial Shading,synthetic PV simulation; not hardware measurement
650.613,16.4175,0.4568,5.9391,21.107,18.2228,0.4562,0.5438,Partial Shading,synthetic PV simulation; not hardware measurement
853.779,12.9784,0.6847,5.6861,53.996,16.8249,0.3547,0.6453,Partial Shading,synthetic PV simulation; not hardware measurement
792.732,17.4855,0.7154,10.747,28.662,17.948,0.6853,0.3147,Partial Shading,synthetic PV simulation; not hardware measurement
921.42,13.6594,0.7297,5.7735,43.74,17.3228,0.3259,0.6741,Partial Shading,synthetic PV simulation; not hardware measurement
581.153,15.0417,0.5845,4.8827,34.434,17.5807,0.4324,0.5676,Partial Shading,synthetic PV simulation; not hardware measurement
870.294,16.0924,0.8664,9.5937,44.156,17.2806,0.5744,0.4256,Partial Shading,synthetic PV simulation; not hardware measurement
589.454,17.8788,0.5494,7.4946,47.382,16.9963,0.6725,0.3275,Partial Shading,synthetic PV simulation; not hardware measurement
860.251,16.9955,0.7583,7.7352,30.5,17.8976,0.4555,0.5445,Partial Shading,synthetic PV simulation; not hardware measurement
945.021,16.7648,0.8144,7.8117,45.679,17.2341,0.4314,0.5686,Partial Shading,synthetic PV simulation; not hardware measurement
1049.403,15.9125,0.911,10.4028,36.114,17.7119,0.506,0.494,Partial Shading,synthetic PV simulation; not hardware measurement
817.835,14.5892,0.6743,7.3207,35.226,17.6618,0.4583,0.5417,Partial Shading,synthetic PV simulation; not hardware measurement
1045.086,18.228,0.8865,13.3527,18.794,18.4981,0.6299,0.3701,Partial Shading,synthetic PV simulation; not hardware measurement
532.129,17.4038,0.3564,3.85,17.789,18.3035,0.3606,0.6394,Partial Shading,synthetic PV simulation; not hardware measurement
629.313,17.8275,0.4156,6.3726,29.031,17.8593,0.5146,0.4854,Partial Shading,synthetic PV simulation; not hardware measurement
715.305,15.6598,0.6747,7.7001,24.369,18.1128,0.5405,0.4595,Partial Shading,synthetic PV simulation; not hardware measurement
609.414,13.6207,0.4049,4.6579,47.341,17.0117,0.404,0.596,Partial Shading,synthetic PV simulation; not hardware measurement
648.232,14.8802,0.5733,4.6617,33.457,17.6588,0.3686,0.6314,Partial Shading,synthetic PV simulation; not hardware measurement
642.789,13.7127,0.655,5.2552,25.531,18.0164,0.4123,0.5877,Partial Shading,synthetic PV simulation; not hardware measurement
708.118,18.6711,0.4395,7.4891,15.203,18.5262,0.5216,0.4784,Partial Shading,synthetic PV simulation; not hardware measurement
996.065,16.5261,0.6771,7.0569,35.826,17.7038,0.3618,0.6382,Partial Shading,synthetic PV simulation; not hardware measurement
806.46,17.078,0.6434,7.1782,39.11,17.4793,0.4596,0.5404,Partial Shading,synthetic PV simulation; not hardware measurement
516.681,14.4811,0.5033,5.3319,40.187,17.2812,0.5389,0.4611,Partial Shading,synthetic PV simulation; not hardware measurement
926.496,16.6708,0.5566,5.3358,49.205,17.0762,0.303,0.697,Partial Shading,synthetic PV simulation; not hardware measurement
863.103,15.768,0.536,4.5493,35.26,17.6822,0.2696,0.7304,Partial Shading,synthetic PV simulation; not hardware measurement
992.485,14.4127,0.8301,6.7892,51.082,17.0082,0.3609,0.6391,Partial Shading,synthetic PV simulation; not hardware measurement
694.714,13.8084,0.6999,5.1144,46.398,17.0975,0.3873,0.6127,Partial Shading,synthetic PV simulation; not hardware measurement
447.17,14.7241,0.4653,4.733,64.47,16.1248,0.5853,0.4147,Partial Shading,synthetic PV simulation; not hardware measurement
972.318,14.5216,0.8795,10.5252,52.645,16.9288,0.5733,0.4267,Partial Shading,synthetic PV simulation; not hardware measurement
807.212,16.8067,0.5565,5.894,32.781,17.7679,0.3721,0.6279,Partial Shading,synthetic PV simulation; not hardware measurement
492.912,17.2492,0.4016,4.1203,34.465,17.523,0.4317,0.5683,Partial Shading,synthetic PV simulation; not hardware measurement
826.49,17.9688,0.5176,5.5893,12.919,18.6816,0.3311,0.6689,Partial Shading,synthetic PV simulation; not hardware measurement
525.284,15.7369,0.3614,3.7558,50.122,16.8348,0.3814,0.6186,Partial Shading,synthetic PV simulation; not hardware measurement
870.922,14.1181,0.8793,10.8526,55.402,16.7689,0.6655,0.3345,Partial Shading,synthetic PV simulation; not hardware measurement
968.906,14.979,0.6479,6.1468,54.439,16.8457,0.3373,0.6627,Partial Shading,synthetic PV simulation; not hardware measurement
892.963,16.3195,0.8463,9.2366,46.022,17.2061,0.5409,0.4591,Partial Shading,synthetic PV simulation; not hardware measurement
455.67,15.1761,0.422,3.8537,40.72,17.2057,0.4433,0.5567,Partial Shading,synthetic PV simulation; not hardware measurement
750.378,15.6637,0.4475,5.8493,49.909,16.9689,0.4125,0.5875,Partial Shading,synthetic PV simulation; not hardware measurement
815.962,15.5619,0.7627,6.5258,16.298,18.5226,0.3942,0.6058,Partial Shading,synthetic PV simulation; not hardware measurement
805.893,16.0276,0.8131,8.0319,41.412,17.3743,0.5171,0.4829,Partial Shading,synthetic PV simulation; not hardware measurement
979.952,14.7535,0.7466,7.408,54.905,16.8291,0.4023,0.5977,Partial Shading,synthetic PV simulation; not hardware measurement
665.702,14.3192,0.429,3.3973,18.142,18.3672,0.2534,0.7466,Partial Shading,synthetic PV simulation; not hardware measurement
661.026,15.0253,0.4216,3.5742,25.579,18.0256,0.2726,0.7274,Partial Shading,synthetic PV simulation; not hardware measurement
893.393,15.9864,0.9704,11.092,45.568,17.227,0.6486,0.3514,Partial Shading,synthetic PV simulation; not hardware measurement
921.857,13.7938,0.8045,9.1834,38.364,17.5677,0.5122,0.4878,Partial Shading,synthetic PV simulation; not hardware measurement
1040.89,16.3889,0.9714,11.9349,49.599,17.0951,0.6024,0.3976,Partial Shading,synthetic PV simulation; not hardware measurement
428.17,15.4212,0.4296,4.8774,38.511,17.2917,0.595,0.405,Partial Shading,synthetic PV simulation; not hardware measurement
997.903,16.4434,0.8882,9.6005,63.397,16.4502,0.5216,0.4784,Partial Shading,synthetic PV simulation; not hardware measurement
743.246,16.7934,0.7343,9.1895,39.708,17.4297,0.6403,0.3597,Partial Shading,synthetic PV simulation; not hardware measurement
473.814,15.0268,0.4519,3.5995,14.772,18.405,0.3772,0.6228,Partial Shading,synthetic PV simulation; not hardware measurement
616.587,17.1531,0.4995,5.792,36.316,17.5189,0.4848,0.5152,Partial Shading,synthetic PV simulation; not hardware measurement
739.568,13.3463,0.4414,3.3721,58.075,16.591,0.2458,0.7542,Partial Shading,synthetic PV simulation; not hardware measurement
883.393,15.4569,0.9234,10.7675,40.164,17.4684,0.6296,0.3704,Partial Shading,synthetic PV simulation; not hardware measurement
1022.551,14.84,0.8652,7.3839,41.016,17.4783,0.3726,0.6274,Partial Shading,synthetic PV simulation; not hardware measurement
856.908,16.2701,0.5297,6.3558,46.737,17.1568,0.3888,0.6112,Partial Shading,synthetic PV simulation; not hardware measurement
511.399,14.3409,0.4017,5.0096,35.782,17.4779,0.5069,0.4931,Partial Shading,synthetic PV simulation; not hardware measurement
945.568,16.6237,0.6692,9.5219,38.421,17.5646,0.5176,0.4824,Partial Shading,synthetic PV simulation; not hardware measurement
651.281,16.7511,0.5376,6.4793,57.512,16.5752,0.5371,0.4629,Partial Shading,synthetic PV simulation; not hardware measurement
648.37,16.1137,0.4082,4.8828,19.624,18.289,0.3753,0.6247,Partial Shading,synthetic PV simulation; not hardware measurement
822.991,16.2077,0.5914,5.6486,37.941,17.5408,0.3534,0.6466,Partial Shading,synthetic PV simulation; not hardware measurement
810.808,14.9743,0.8267,6.8365,58.64,16.5925,0.4542,0.5458,Partial Shading,synthetic PV simulation; not hardware measurement
518.196,17.0804,0.3687,5.1585,38.675,17.3514,0.5181,0.4819,Partial Shading,synthetic PV simulation; not hardware measurement
689.874,16.1752,0.4876,6.9981,64.693,16.2613,0.556,0.444,Partial Shading,synthetic PV simulation; not hardware measurement
811.68,18.3968,0.7816,12.4,23.308,18.2013,0.7636,0.2364,Partial Shading,synthetic PV simulation; not hardware measurement
540.427,14.4616,0.2943,2.5202,22.057,18.1152,0.2343,0.7657,Partial Shading,synthetic PV simulation; not hardware measurement
580.323,17.0094,0.4474,6.3488,29.119,17.8223,0.5569,0.4431,Partial Shading,synthetic PV simulation; not hardware measurement
788.949,16.7679,0.7454,7.949,39.492,17.453,0.5209,0.4791,Partial Shading,synthetic PV simulation; not hardware measurement
657.02,14.0448,0.502,3.8698,43.376,17.2124,0.3082,0.6918,Partial Shading,synthetic PV simulation; not hardware measurement
669.72,18.3241,0.6158,8.1748,22.963,18.15,0.6119,0.3881,Partial Shading,synthetic PV simulation; not hardware measurement
912.109,16.4686,0.9405,11.7932,63.196,16.4329,0.702,0.298,Partial Shading,synthetic PV simulation; not hardware measurement
532.436,15.5513,0.3769,4.1839,12.576,18.5413,0.3876,0.6124,Partial Shading,synthetic PV simulation; not hardware measurement
980.251,17.2871,0.7383,8.1048,57.214,16.7242,0.4422,0.5578,Partial Shading,synthetic PV simulation; not hardware measurement
737.479,14.0195,0.428,4.3086,33.934,17.6895,0.299,0.701,Partial Shading,synthetic PV simulation; not hardware measurement
562.384,15.5462,0.3509,4.2331,44.104,17.1266,0.3957,0.6043,Partial Shading,synthetic PV simulation; not hardware measurement
946.929,15.8197,0.8415,9.572,58.427,16.655,0.5425,0.4575,Partial Shading,synthetic PV simulation; not hardware measurement
929.109,14.5392,0.5831,4.5216,56.681,16.737,0.2603,0.7397,Partial Shading,synthetic PV simulation; not hardware measurement
575.758,14.9474,0.5514,5.0377,23.453,18.0773,0.4404,0.5596,Partial Shading,synthetic PV simulation; not hardware measurement
831.699,15.3758,0.836,9.1741,57.587,16.6507,0.5925,0.4075,Partial Shading,synthetic PV simulation; not hardware measurement
788.165,15.1111,0.5253,5.4533,58.671,16.5796,0.373,0.627,Partial Shading,synthetic PV simulation; not hardware measurement
727.152,17.1275,0.617,8.9713,36.145,17.5831,0.6344,0.3656,Partial Shading,synthetic PV simulation; not hardware measurement
883.749,13.7548,0.6002,7.0636,42.577,17.3587,0.415,0.585,Partial Shading,synthetic PV simulation; not hardware measurement
958.349,16.9417,0.5481,5.2697,25.672,18.15,0.2753,0.7247,Partial Shading,synthetic PV simulation; not hardware measurement
743.106,15.4893,0.4801,4.3369,33.241,17.7242,0.2982,0.7018,Partial Shading,synthetic PV simulation; not hardware measurement
839.634,14.1378,0.7495,5.7449,46.764,17.1473,0.3588,0.6412,Partial Shading,synthetic PV simulation; not hardware measurement
656.509,16.296,0.4596,6.4816,27.405,17.9396,0.4996,0.5004,Partial Shading,synthetic PV simulation; not hardware measurement
623.349,16.0314,0.3749,4.4098,34.864,17.5896,0.3639,0.6361,Partial Shading,synthetic PV simulation; not hardware measurement
471.368,14.818,0.3782,3.7479,45.314,17.01,0.4206,0.5794,Partial Shading,synthetic PV simulation; not hardware measurement
471.971,15.6094,0.3765,3.7431,26.256,17.8797,0.403,0.597,Partial Shading,synthetic PV simulation; not hardware measurement
640.737,13.8875,0.4967,4.5473,64.471,16.2513,0.3894,0.6106,Partial Shading,synthetic PV simulation; not hardware measurement
816.309,14.2345,0.6905,6.918,34.385,17.6994,0.4332,0.5668,Partial Shading,synthetic PV simulation; not hardware measurement
520.716,13.5814,0.4363,4.8808,45.732,17.0315,0.4953,0.5047,Partial Shading,synthetic PV simulation; not hardware measurement
737.69,16.6782,0.6523,9.6508,53.498,16.7985,0.6981,0.3019,Partial Shading,synthetic PV simulation; not hardware measurement
1022.835,15.1026,0.9417,9.3577,51.105,17.0194,0.4824,0.5176,Partial Shading,synthetic PV simulation; not hardware measurement
548.581,17.4995,0.4686,7.3375,28.631,17.8217,0.6809,0.3191,Partial Shading,synthetic PV simulation; not hardware measurement
499.691,16.8896,0.3279,4.6541,41.526,17.2065,0.4881,0.5119,Partial Shading,synthetic PV simulation; not hardware measurement
874.965,15.5435,0.8333,9.565,61.804,16.4794,0.5922,0.4078,Partial Shading,synthetic PV simulation; not hardware measurement
597.494,15.2101,0.4125,5.1133,62.493,16.313,0.4681,0.5319,Partial Shading,synthetic PV simulation; not hardware measurement
426.0,16.5081,0.3345,3.9286,42.18,17.1222,0.4855,0.5145,Partial Shading,synthetic PV simulation; not hardware measurement
681.637,17.9853,0.4347,5.0604,22.192,18.1923,0.3715,0.6285,Partial Shading,synthetic PV simulation; not hardware measurement
485.184,16.8717,0.3242,3.8972,22.599,18.0577,0.4049,0.5951,Partial Shading,synthetic PV simulation; not hardware measurement
1020.487,15.9738,0.8738,11.1774,22.561,18.3171,0.5442,0.4558,Partial Shading,synthetic PV simulation; not hardware measurement
682.468,18.0336,0.4683,7.4652,19.475,18.3166,0.5444,0.4556,Partial Shading,synthetic PV simulation; not hardware measurement
479.18,15.3507,0.3231,3.6342,63.909,16.1686,0.4182,0.5818,Partial Shading,synthetic PV simulation; not hardware measurement
495.173,16.2431,0.4719,4.9319,19.73,18.1969,0.499,0.501,Partial Shading,synthetic PV simulation; not hardware measurement
1008.286,14.5488,0.8311,9.8218,48.661,17.1248,0.511,0.489,Partial Shading,synthetic PV simulation; not hardware measurement
757.719,16.5887,0.6389,8.1396,32.253,17.7771,0.5475,0.4525,Partial Shading,synthetic PV simulation; not hardware measurement
637.452,14.3659,0.5527,4.8478,46.794,17.0549,0.4011,0.5989,Partial Shading,synthetic PV simulation; not hardware measurement
748.688,16.9217,0.5631,5.9219,27.639,17.9824,0.3994,0.6006,Partial Shading,synthetic PV simulation; not hardware measurement
480.738,14.2227,0.4615,4.9963,35.112,17.4833,0.5377,0.4623,Partial Shading,synthetic PV simulation; not hardware measurement
573.538,17.1765,0.5119,7.7453,28.637,17.8395,0.6869,0.3131,Partial Shading,synthetic PV simulation; not hardware measurement
976.128,13.7026,0.7075,7.0138,56.723,16.7449,0.3839,0.6161,Partial Shading,synthetic PV simulation; not hardware measurement
675.923,14.7793,0.6585,5.5851,42.437,17.2668,0.4312,0.5688,Partial Shading,synthetic PV simulation; not hardware measurement
567.306,14.3373,0.4413,4.2147,55.319,16.6189,0.4003,0.5997,Partial Shading,synthetic PV simulation; not hardware measurement
708.455,13.9195,0.4297,3.8374,43.952,17.2168,0.2833,0.7167,Partial Shading,synthetic PV simulation; not hardware measurement
858.11,14.1954,0.6498,4.9516,29.517,17.9413,0.2917,0.7083,Partial Shading,synthetic PV simulation; not hardware measurement
483.139,16.1482,0.4177,4.8322,43.773,17.0903,0.527,0.473,Partial Shading,synthetic PV simulation; not hardware measurement
910.281,14.8321,0.826,7.0703,38.257,17.5674,0.3994,0.6006,Partial Shading,synthetic PV simulation; not hardware measurement
970.848,12.9727,0.7785,7.6436,61.417,16.5291,0.4252,0.5748,Partial Shading,synthetic PV simulation; not hardware measurement
820.531,13.6162,0.8605,10.1355,62.279,16.4317,0.6708,0.3292,Partial Shading,synthetic PV simulation; not hardware measurement
442.43,13.4029,0.3092,2.7202,62.512,16.2098,0.3385,0.6615,Partial Shading,synthetic PV simulation; not hardware measurement
541.128,14.6551,0.3457,3.9033,46.817,16.9872,0.3817,0.6183,Partial Shading,synthetic PV simulation; not hardware measurement
888.116,15.1858,0.6694,7.2716,14.622,18.6333,0.4016,0.5984,Partial Shading,synthetic PV simulation; not hardware measurement
1008.481,14.7192,0.7938,10.2049,42.032,17.4265,0.5234,0.4766,Partial Shading,synthetic PV simulation; not hardware measurement
533.085,17.3898,0.4197,6.1749,14.227,18.4666,0.5732,0.4268,Partial Shading,synthetic PV simulation; not hardware measurement
511.831,15.3055,0.503,5.973,14.017,18.4596,0.5777,0.4223,Partial Shading,synthetic PV simulation; not hardware measurement
776.212,17.0986,0.5403,5.3305,44.532,17.2276,0.359,0.641,Partial Shading,synthetic PV simulation; not hardware measurement
515.999,15.302,0.5352,4.5947,13.29,18.496,0.4401,0.5599,Partial Shading,synthetic PV simulation; not hardware measurement
923.91,15.6218,0.8157,8.6252,17.526,18.5172,0.4602,0.5398,Partial Shading,synthetic PV simulation; not hardware measurement
998.992,16.615,0.7692,7.5832,59.318,16.6362,0.4078,0.5922,Partial Shading,synthetic PV simulation; not hardware measurement
594.943,14.3089,0.5084,5.8104,26.321,17.96,0.4941,0.5059,Partial Shading,synthetic PV simulation; not hardware measurement
572.66,17.4574,0.5392,8.0292,19.822,18.2407,0.7006,0.2994,Partial Shading,synthetic PV simulation; not hardware measurement
617.224,14.0562,0.5137,4.5303,27.361,17.9276,0.3718,0.6282,Partial Shading,synthetic PV simulation; not hardware measurement
948.116,13.829,0.8913,8.6355,60.981,16.5393,0.4916,0.5084,Partial Shading,synthetic PV simulation; not hardware measurement
481.718,15.7284,0.2979,2.6933,43.649,17.0948,0.2946,0.7054,Partial Shading,synthetic PV simulation; not hardware measurement
887.686,18.2253,0.5795,6.7195,29.122,17.9731,0.3821,0.6179,Partial Shading,synthetic PV simulation; not hardware measurement
700.909,16.127,0.6818,7.8803,37.184,17.5208,0.5798,0.4202,Partial Shading,synthetic PV simulation; not hardware measurement
951.449,15.4251,0.6179,5.7917,40.333,17.4801,0.3141,0.6859,Partial Shading,synthetic PV simulation; not hardware measurement
676.133,17.4332,0.6509,6.7987,44.529,17.1716,0.5271,0.4729,Partial Shading,synthetic PV simulation; not hardware measurement
881.054,16.3812,0.5827,5.0626,31.583,17.8579,0.2916,0.7084,Partial Shading,synthetic PV simulation; not hardware measurement
951.905,13.7938,0.5674,6.2175,38.5,17.5637,0.3357,0.6643,Partial Shading,synthetic PV simulation; not hardware measurement
469.234,16.0679,0.411,4.4265,48.714,16.8531,0.5028,0.4972,Partial Shading,synthetic PV simulation; not hardware measurement
557.445,15.9623,0.4278,4.5515,22.089,18.1264,0.4101,0.5899,Partial Shading,synthetic PV simulation; not hardware measurement
643.441,16.5321,0.5008,5.4674,49.314,16.9439,0.4505,0.5495,Partial Shading,synthetic PV simulation; not hardware measurement
783.774,16.0829,0.6394,8.7377,33.185,17.7375,0.5689,0.4311,Partial Shading,synthetic PV simulation; not hardware measurement
